X,Y,OBJECTID,Ppty_Name,Ppty_Addre,City,State,Zip,County,CD,TotalUnits,ActiveSubs,Owner,Latitude,Longitude,OwnerType,SbsdyEnd
-84.4111100000264,33.7347100000665,121,ASHLEY WEST END,707 Lee St SW,Atlanta,GA,30310,Fulton,5,100,1,WEST PHASE* (2),33.73471,-84.41111,For Profit,2030/12/31 00:00:00+00
-84.4147499997127,33.7347799996973,122,ASHLEY TERRACE,717 Lee St SW,Atlanta,GA,30310-2796,Fulton,5,111,1,Housing Authority of the City of ATLANTA Georgia,33.73478,-84.41475, ,
-84.4223300003292,33.7361000003148,123,ABERNATHY TOWERS,1059 Oglethorpe Ave SW,Atlanta,GA,30310-2651,Fulton,5,100,2,The Ralph David Abernathy Tower Inc,33.7361,-84.42233,Non-Profit,2045/01/01 00:00:00+00
-84.4164499998676,33.7361600003838,124,WEST END APARTMENTS* (2),835 Oglethorpe Ave SW,Atlanta,GA,30310-2783,Fulton,5,144,1,FOURNOY DEVELOPMENT COMPANY,33.73616,-84.41645,For Profit,2028/12/31 00:00:00+00
-84.4229900001883,33.7364799998522,125,"Community Friendship Housing Services II, Inc* (3)",684 Lawton St SW,Atlanta,GA,30310-2600,Fulton,5,19,0,"Community Friendship Housing Services II, Inc.",33.73648,-84.42299,Non-Profit,2023/04/01 00:00:00+00
-84.3820299998845,33.7373500004023,126,GEORGIA AVENUE HIGHRISE,174 Georgia Ave SE,Atlanta,GA,30312-3030,Fulton,5,81,1,Housing Authority of the City of ATLANTA Georgia,33.73735,-84.38203, ,
-84.3206100003512,33.7373599999641,127, ,1897 Lomita Rd SE,Atlanta,GA,30316,Dekalb, ,1,0, ,33.73736,-84.32061, ,2013/08/27 00:00:00+00
-84.3839900003382,33.7377600004237,128,MARTIN STREET PLAZA,600 Martin St SE,Atlanta,GA,30312-2920,Fulton,5,60,1,Housing Authority of the City of ATLANTA Georgia,33.73776,-84.38399, ,
-84.4039899999385,33.7380500003073,129,GE TOWER ( TOBY SEXTON REDEVELOPMENT ),490 Glenn St SW,Atlanta,GA,30312-2459,Fulton,5,201,1,S FULLER,33.73805,-84.40399,For Profit,2018/12/31 00:00:00+00
-84.401279999972,33.7388300003043,130,Mechanicsville III,585 McDaniel St SW,Atlanta,GA,30312,Fulton,5,54,0,Housing Authority Of The City Of Atlanta Georgia,33.73883,-84.40128, ,
-84.3966800000819,33.7388500003273,131,Rosa Burney Manor,582 Cooper St SW,Atlanta,GA,30312-2652,Fulton,5,110,1,"Ultimate Perspectives, INC.* (2)",33.73885,-84.39668,For Profit,2029/12/31 00:00:00+00
-84.4047899999585,33.7395999998402,132,MECHANICSVILLE APTS 4 ( McDaniel Glenn V ),540 Humphries St SW,Atlanta,GA,30312,Fulton,5,163,1,Housing Authority of the City of ATLANTA Georgia,33.7396,-84.40479, ,
-84.4034100001713,33.7398099996318,133,MECHANICSVILLE III* (3),555 McDaniel St SW,Atlanta,GA,30312-4457,Fulton,5,155,4,Housing Authority of the City of ATLANTA Georgia* (2),33.73981,-84.40341,For Profit,2039/07/01 00:00:00+00
-84.4023600003137,33.739820000093,134,MECHANICSVILLE PHASE VI* (2),565 McDaniel St SW,Atlanta,GA,30312,Fulton,5,156,2,MECHANICSVILLE VI* (2),33.73982,-84.40236,For Profit,2025/12/31 00:00:00+00
-84.406699999905,33.7399600002539,135,MECHANICSVILLE APTS 3 - MCDANIEL GLENN IV* (2),565 Wells St SW,Atlanta,GA,30312-2443,Fulton,5,164,2,MECHANICSVILLE PHASE* (2),33.73996,-84.4067,For Profit,2023/12/31 00:00:00+00
-84.3481200000379,33.7402500001375,136,BRANAN TOWERS APARTMENTS* (2),1200 Glenwood Ave SE,Atlanta,GA,30316-1949,Dekalb,5,176,2,"Wesley Homes, Inc.",33.74025,-84.34812,Non-Profit,2043/01/01 00:00:00+00
-84.3138499997776,33.7404799999521,137,VILLAGES OF EAST LAKE,460 E Lake Blvd SE,Atlanta,GA,30317-3151,Dekalb,5,116,1,EAST LAKE REDEVELOPMENT LP,33.74048,-84.31385,For Profit,2028/12/31 00:00:00+00
-84.5103499998526,33.7406499996978,138,BIG BETHEL VILLAGE,500 Richard Allen Blvd SW,Atlanta,GA,30331-4217,Fulton,5,120,1,BIG BETHEL VILLAGE LP,33.74065,-84.51035,For Profit,2017/12/31 00:00:00+00
-84.3140500000075,33.7407800002968,139,The Villages Of East Lake - Phase II,100 Greenhaven Dr SE,Atlanta,GA,30317-3200,Dekalb,5,284,0,"John Hope Community Partnership II, LP",33.74078,-84.31405,Non-Profit,2015/12/31 00:00:00+00
-84.3140500000075,33.7407800002968,140,VILLAGES OF EASTLAKE II,110 Greenhaven Dr SE,Atlanta,GA,30317-3200,Dekalb,5,361,1,Housing Authority of the City of ATLANTA Georgia,33.74078,-84.31405, ,
-84.4045400001208,33.7407899998586,141,COLUMBIA CITIHOMES MECHANICSVILLE PHASE 4,520 Fulton St SW,Atlanta,GA,30312-2467,Fulton,5,164,1,PH MECHANICSVILLE APTS,33.74079,-84.40454,For Profit,2022/12/31 00:00:00+00
-84.4026999998051,33.7412199999031,142,MECHANICSVILLE II* (2),500 McDaniel St SW,Atlanta,GA,30312-2492,Fulton,5,174,3,Housing Authority of the City of ATLANTA Georgia* (2),33.74122,-84.4027,For Profit,2039/06/01 00:00:00+00
-84.4287899996587,33.7412399999261,143,494 - 496 ATWOOD ST. SW,494 Atwood St SW,Atlanta,GA,30310-1602,Fulton,5,2,1,TRIAD INVESTMENTS,33.74124,-84.42879,For Profit,2021/12/31 00:00:00+00
-84.3974400000559,33.741340000041,144,CITY VIEWS AT ROSA BURNEY PARK,259 Richardson St SW,Atlanta,GA,30312-2639,Fulton,5,180,1,CITY AT,33.74134,-84.39744,For Profit,2018/12/31 00:00:00+00
-84.3146400002358,33.741360000064,145,EAST LAKE HIGHRISE,380 E Lake Blvd SE,Atlanta,GA,30317-3154,Dekalb,5,150,1,Housing Authority of the City of ATLANTA Georgia,33.74136,-84.31464, ,
-84.3958800000619,33.7418199996933,146,City View at Rosa Burney Park,250 Fulton St SW,Atlanta,GA,30312-4109,Fulton,5,180,1,"City View at Rosa Burney Park, LP",33.74182,-84.39588,For Profit,2022/12/31 00:00:00+00
-84.4154800001019,33.7420399999461,147,ASHLEY COLLEGETOWN II,387 Joseph E Lowery Blvd SW,Atlanta,GA,30310,Fulton,5,177,1,HARRIS REDEVELOP PARTNERSHIP,33.74204,-84.41548,For Profit,2025/12/31 00:00:00+00
-84.5101400000609,33.7422299997148,148,Atlanta Manor* (2),450 Fairburn Rd SW,Atlanta,GA,30331-6111,Fulton,5,24,4,Retiree Housing of Atlanta Inc,33.74223,-84.51014,Non-Profit,2044/04/01 00:00:00+00
-84.4172200003027,33.7422499997377,149,JOHN O. CHILES ANNEX ( HARRIS VI )* (3),899 Park St SW,Atlanta,GA,30310-1460,Fulton,5,26,2,Housing Authority of the City of ATLANTA Georgia* (2),33.74225,-84.41722,For Profit,2023/12/31 00:00:00+00
-84.507699999955,33.7424999995754,150,Fairburn Towne Houses,400 Fairburn Rd SW,Atlanta,GA,30331-1928,Fulton,5,240,1,"Fairburn Towne Houses, Inc. I",33.7425,-84.5077,Non-Profit,2034/02/28 00:00:00+00
-84.417699999955,33.7427300002893,151,JOHN O. CHILES SENIOR RES. ( HARRIS III )* (2),435 Joseph E Lowery Blvd SW,Atlanta,GA,30310-1471,Fulton,5,190,2,MERCY HSG GEORGIA VI LP* (2),33.74273,-84.4177,For Profit,2022/12/31 00:00:00+00
-84.4204999995753,33.7427399998512,152,ASHLEY COLLEGETOWN,373 Legacy Dr SW,Atlanta,GA,30310-1393,Fulton,5,197,1,Housing Authority of the City of ATLANTA Georgia,33.74274,-84.4205, ,
-84.4346900001433,33.7427799998972,153, ,1437 Lucile Ave SW,Atlanta,GA,30310,Fulton, ,12,1, ,33.74278,-84.43469, ,2023/11/19 00:00:00+00
-84.4010700001803,33.7428899995739,154, ,416 Rawson St SW,Atlanta,GA,30312,Fulton, ,5,2, ,33.74289,-84.40107, ,2025/01/04 00:00:00+00
-84.4375000002248,33.742940000081,155,WESTVIEW LOFTS,1528 Ralph David Abernathy Blvd SW,Atlanta,GA,30310-1268,Fulton,5,21,1,WESTVIEW LOFTS LP,33.74294,-84.4375,For Profit,2019/12/31 00:00:00+00
-84.3832440001105,33.7430309997808,156,KINGS MANOR,Hank Aaron Dr And Ormond Ave,Atlanta,GA,30312, ,5,94,0, ,33.743031,-84.383244, ,2005/12/31 00:00:00+00
-84.3832440001105,33.7430309997808,157,MORELAND SQUARE ( REYNOLDSTOWN COMMONS ),124 Wylie St,Atlanta,GA, , ,5,32,1, ,33.743031,-84.383244, ,2025/12/27 00:00:00+00
-84.4376800004316,33.7430899998037,158,Westview Lofts,1524 Ralph David Abernathy Blvd SW,Atlanta,GA,30310,Fulton,5,21,0,Westview Lofts LP,33.74309,-84.43768,For Profit,2020/12/31 00:00:00+00
-84.428720000028,33.7432499999875,159,ATWOOD STREET DUPLEX* (2),420 Atwood St SW,Atlanta,GA,30310-1644,Fulton,5,2,1,TRIAD INVESTMENTS,33.74325,-84.42872,For Profit,2021/12/31 00:00:00+00
-84.428720000028,33.7432499999875,160,ATWOOD STREET / 416 - 418* (2),416 Atwood St SW,Atlanta,GA,30310-1644,Fulton,5,2,1,TRIAD LTD* (2),33.74325,-84.42872,For Profit,2021/12/31 00:00:00+00
-84.428720000028,33.7432499999875,161,432 - 434 ATWOOD ST SW* (2),432 Atwood St SW,Atlanta,GA,30310-1644,Fulton,5,2,1,TRIAD INVESTMENTS                                                                                   * (2),33.74325,-84.42872,For Profit,2021/12/31 00:00:00+00
-84.428720000028,33.7432499999875,162,426 - 428 ATWOOD ST. SW,426 Atwood St SW,Atlanta,GA,30310-1644,Fulton,5,2,1,TRIAD INVESTMENTS,33.74325,-84.42872,For Profit,2021/12/31 00:00:00+00
-84.4252100000414,33.7439499998926,163,THE VERANDA AT COLLEGETOWN ( FKA HARRIS HOMES ),372 Legacy Dr SW,Atlanta,GA,30310-5454,Fulton,5,100,1,HARRIS II,33.74395,-84.42521,For Profit,2019/12/31 00:00:00+00
-84.3831199997881,33.7440000003998,164,COLUMBIA TOWERS AT MLK VILLAGE* (3),380 Martin St SE,Atlanta,GA,30312-3909,Fulton,5,122,3,NOEL KHALI* (2),33.744,-84.38312,For Profit,2052/11/01 00:00:00+00
-84.3150500002573,33.7440099999616,165,VILLAGES OF EASTLAKE I,701 Hillside Village Dr SE,Atlanta,GA,30317-3179,Dekalb,5,91,1,Housing Authority of the City of ATLANTA Georgia,33.74401,-84.31505, ,
-84.4282800004216,33.7441300000995,166,1241 - 1243 GREENWICH ST. SW,1241 Greenwich St SW,Atlanta,GA,30310-1609,Fulton,5,2,1,TRIAD INVESTMENTS,33.74413,-84.42828,For Profit,2021/12/31 00:00:00+00
-84.3822399996762,33.7442399997762,167,COLUMBIA SENIOR RESIDENCES AT MLK VILLAGE,125 Logan St SE,Atlanta,GA,30312-2000,Fulton,5,122,1,COLUMBIA RESIDENCES,33.74424,-84.38224,For Profit,2021/12/31 00:00:00+00
-84.4267200004276,33.7442900002833,168,HOLDERNESS APARTMENTS,396 Holderness St SW,Atlanta,GA,30310,Fulton,5,18,0, ,33.74429,-84.42672, ,2007/12/31 00:00:00+00
-84.5134600002788,33.7445899997288,169,Wildwood Park V* (7),405 Fairburn Rd SW,Atlanta,GA,30331-1955,Fulton,5,216,1,Wildwood Park Towne Houses INC* (2),33.74459,-84.51346,For Profit,2021/12/31 00:00:00+00
-84.4079999996002,33.7446200002129,170,GATEWAY APARTMENTS AT NORTHSIDE VILLAGE,370 Northside Dr NW,Atlanta,GA,30318-7038,Fulton,5,261,1,NORTHSIDE PTNRSHIP,33.74462,-84.408, ,
-84.3168899996737,33.7448599995894,171,VILLAGES OF EASTLAKE II,101 Lakeside Village Dr SE,Atlanta,GA,30317-3130,Dekalb,5,360,1,EAST LAKE REDEVELOPMENT LP,33.74486,-84.31689,For Profit,2029/12/31 00:00:00+00
-84.3861399996612,33.7452699996109,172,Capitol II (Phase IV)* (2),358 Fraser St SE,Atlanta,GA,30312,Fulton,5,151,1,Housing Authority Of The City Of Atlanta Georgia,33.74527,-84.38614, ,
-84.4184300003442,33.7453200001179,173,"HARRIS HOMES REVITALIZATION , II* (2)",920 Sells Ave SW,Atlanta,GA,30310-1383,Fulton,5,196,2,HARRIS REDEVELOPMENT PARTNERSHIP II LP* (3),33.74532,-84.41843,Multiple,2020/12/31 00:00:00+00
-84.4198399997162,33.7454600002789,174,ASHLEY COLLEGE TOWN II ( HARRIS V ),965 Sells Ave SW,Atlanta,GA,30310,Fulton,5,70,1,Housing Authority of the City of ATLANTA Georgia,33.74546,-84.41984, ,
-84.4082100002913,33.7455600003938,175,VILLAGE AT CASTLEBERRY HILL PHASE II,565 Greensferry Ave SW,Atlanta,GA,30314-4346,Fulton,5,284,1,Housing Authority of the City of ATLANTA Georgia,33.74556,-84.40821, ,
-84.3854900002632,33.7455600003938,176,CAPITOL GATEWAY PHASE II,43 Woodward Ave SE,Atlanta,GA,30312-2068,Fulton,5,152,1,CAPITOLGATEWAYPARTNERSHP LP,33.74556,-84.38549,For Profit,2021/12/31 00:00:00+00
-84.5084700003902,33.7458799998622,177,PROVIDENCE AT CASCADE APARTMENTS* (4),320 Fairburn Rd SW,Atlanta,GA,30331-1918,Fulton,5,240,3,"TBG Central Methodist, LP* (3)",33.74588,-84.50847,Multiple,2054/03/01 00:00:00+00
-84.4082100002913,33.7461899997687,178,"VILLAGES AT CASTLEBERRY HILL, PHASE II* (4)",600 Greensferry Ave SW,Atlanta,GA,30314-4339,Fulton,5,284,3,JOHN COMM* (3),33.74619,-84.40821,For Profit,2039/03/01 00:00:00+00
-84.3827000002048,33.7462400002759,179,CAPITOL I ( PHASE III ),175 Memorial Dr SE,Atlanta,GA,30312-2062,Fulton,5,267,1,Housing Authority of the City of ATLANTA Georgia,33.74624,-84.3827, ,
-84.5556600002088,33.7463000003448,180,WESTCHASE PARK,5800 Boat Rock Rd SW,Atlanta,GA,30336,Fulton,5,224,1,WESTCHASE PARK LP,33.7463,-84.55566,For Profit,2019/12/31 00:00:00+00
-84.3954500000174,33.7464599996293,181,Welcome House,234 Memorial Dr SW,Atlanta,GA,30303-3725,Fulton,5,210,0,"Progressive Redevelopment, INC.",33.74646,-84.39545,Non-Profit,2021/12/31 00:00:00+00
-84.3913879997563,33.7471239996729,182,"WELCOME HOUSE , SRO",121 Memorial Dr SW,Atlanta,GA,30303, ,5,209,1,DARLENE SCHULTZ,33.747124,-84.391388,For Profit,2023/12/31 00:00:00+00
-84.4966199998131,33.7471900000185,183,TOWNE WEST MANOR* (2),330 Brownlee Rd SW,Atlanta,GA,30311-1800,Fulton,5,108,0,STEVEN DEFRANCIS* (2),33.74719,-84.49662,For Profit,2016/12/31 00:00:00+00
-84.3195200004477,33.7472300000645,184,COURTYARDS AT GLENVIEW,2035 Memorial Dr SE,Atlanta,GA,30317-2521,Dekalb,5,172,1,FLOURNOY SEACH LP I FLOURNOY DEV CO,33.74723,-84.31952,Non-Profit,2025/12/31 00:00:00+00
-84.3749400002807,33.7475699995559,185,CAPITOL GATEWAY PHASE I,89 Memorial Dr SE,Atlanta,GA,30312,Fulton,5,269,1,CAPITOL PARTNERSHIP,33.74757,-84.37494,For Profit,2021/12/31 00:00:00+00
-84.3361599997841,33.7475899995788,186,JUANITA APARTMENTS / SE ATL RESOURCE CTR,1570 Memorial Dr SE,Atlanta,GA,30317-1807,Dekalb,5,24,0, ,33.74759,-84.33616, ,2006/08/31 00:00:00+00
-84.3757299998396,33.7476099996019,187,Mechanicsville II,414 McDaniel St SW,Atlanta,GA,30312,Fulton,5,62,0,Housing Authority Of The City Of Atlanta Georgia,33.74761,-84.37573, ,
-84.4209600001039,33.7478600003388,188,COLUMBIA PLAZA APARTMENTS* (3),1017 Westview Dr SW,Atlanta,GA,30310-5400,Fulton,5,164,1, ,33.74786,-84.42096,For Profit,2026/12/31 00:00:00+00
-84.4155600001938,33.7481100001764,189,1011 CAMILLA STREET,830 Westview Dr SW,Atlanta,GA,30314,Fulton, ,1,1, ,33.74811,-84.41556, ,2032/03/06 00:00:00+00
-84.4336699998706,33.7485600002439,190,Berean Village & Senior Service Center,230 Westview Pl SW,Atlanta,GA,30314-2600,Fulton,5,48,0,Atlanta Berean Community Development Corporation,33.74856,-84.43367,Non-Profit,2016/06/21 00:00:00+00
-84.3922000003297,33.7490100003113,191,CITY PLAZA APARTMENTS,133 Trinity Ave SW,Atlanta,GA,30303-3666,Fulton,5,164,1,HAROLD A DAWSON COMPANY INC/URFA,33.74901,-84.3922,For Profit,2028/12/31 00:00:00+00
-84.3525199996982,33.7493200002179,192,AMBERWOOD VILLAGE,180 Flat Shoals Ave SE,Atlanta,GA,30316-1475,Fulton,5,30,1,REYNOLDSTOWN REVITALIZATION CO,33.74932,-84.35252,Non-Profit,2024/12/31 00:00:00+00
-84.4729599996043,33.7497399998012,193,GATES PARK CROSSING HFS APARTMENTS* (2),200 Peyton Pl SW,Atlanta,GA,30311-1640,Fulton,5,179,3,LOUDON INVESTORS LP* (3),33.74974,-84.47296,Multiple,2048/06/01 00:00:00+00
-84.3777700003852,33.7497999998702,194,"ASHLEY AUBURN POINTE, PHASE II",100 Bell St SE,Atlanta,GA,30312,Fulton, ,150,1,ERIC PINCKNEY,33.7498,-84.37777, ,2027/12/31 00:00:00+00
-84.3689999997501,33.7498500003773,195,FULTON COTTON MILL LOFTS* (2),170 Boulevard SE,Atlanta,GA,30312-2325,Fulton,5,207,1,ADERHOLD PROPERTIES,33.74985,-84.369,For Profit,2026/12/31 00:00:00+00
-84.3784700002902,33.7499899996388,196,GRADY HOMES III / ASHLEY AUBURN POINTE I,322 Decatur St SE,Atlanta,GA,30312,Fulton,5,154,1,Housing Authority of the City of ATLANTA Georgia,33.74999,-84.37847, ,
-84.4734600001788,33.7504799997523,197, ,150 Peyton Pl SW,Atlanta,GA,30311-1641,Fulton,5,30,1, ,33.75048,-84.47346, ,2030/03/11 00:00:00+00
-84.4214399997562,33.7506199999131,198,MOREHOUSE COLLEGE,1007 Camilla St SW,Atlanta,GA,30314,Fulton, ,1,2, ,33.75062,-84.42144, ,2031/07/26 00:00:00+00
-84.4214399997562,33.7506199999131,199,MOREHOUSE COLLEGE,1003 Camilla St SW,Atlanta,GA,30314,Fulton, ,1,2, ,33.75062,-84.42144, ,2031/08/14 00:00:00+00
-84.4214399997562,33.7506199999131,200,MOREHOUSE COLLEGE,1011 Camilla St SW,Atlanta,GA,30314,Fulton, ,1,1, ,33.75062,-84.42144, ,2032/03/01 00:00:00+00
-84.4112199997032,33.7509200002578,201,VERANDA AT SCHOLARS LANDING,130 Lawshe St SW,Atlanta,GA,30314-4209,Fulton,5,100,2,EGBERT PERRY,33.75092,-84.41122, ,2053/05/01 00:00:00+00
-84.3795200001479,33.7509200002578,202,ASHLEY AUBURN POINTE II,130 Bell St SE,Atlanta,GA,30312,Fulton, ,96,1,Housing Authority of the City of ATLANTA Georgia,33.75092,-84.37952, ,
-84.3599699997157,33.7512500001874,203,MARCUS STREET RESIDENCES,810 Marcus St SE,Atlanta,GA,30316,Fulton,5,78,1,MARCUS SENIOR RESOURCES,33.75125,-84.35997,For Profit,
-84.4704299998446,33.7516000001399,204,COLUMBIA COMMONS APARTMENTS* (3),2524 Martin Luther King Jr Dr SW,Atlanta,GA,30311-1766,Fulton,5,158,3,Housing Authority of the City of ATLANTA Georgia* (3),33.7516,-84.47043,Multiple,2048/04/01 00:00:00+00
-84.3782999996452,33.7516099997018,205,VERANDA at AUBURN POINTE ( GRADY II )* (4),115 Hilliard St SE,Atlanta,GA,30312-7001,Fulton,5,150,5,Housing Authority of the City of ATLANTA Georgia* (2),33.75161,-84.3783,For Profit,2054/05/01 00:00:00+00
-84.3855900003782,33.7517899999086,206, ,86 Pryor St SW,Atlanta,GA,30303,Fulton, ,192,1, ,33.75179,-84.38559, ,2030/06/02 00:00:00+00
-84.4672800002718,33.7519300000695,207,THE PEAKS AT MLK,2423 Martin Luther King Jr Dr SW,Atlanta,GA,30311-1783,Fulton,5,183,1,MLK APTS,33.75193,-84.46728,For Profit,2018/12/31 00:00:00+00
-84.4728200003427,33.7520199997232,208,HIGHTOWER MANOR HIGHRISE,2610 Martin Luther King Jr Dr SW,Atlanta,GA,30311-1642,Fulton,5,130,1,Housing Authority of the City of ATLANTA Georgia,33.75202,-84.47282, ,
-84.4204299999445,33.7522899995839,209, ,1000 Beckwith St SW,Atlanta,GA,30314,Fulton, ,2,1, ,33.75229,-84.42043, ,2028/10/03 00:00:00+00
-84.3244100002213,33.7524200001829,210,KIRKWOOD GARDENS,1929 Hosea L Williams Dr SE,Atlanta,GA,30317-2264,Dekalb,5,43,2,LISA WISE,33.75242,-84.32441,For Profit,2022/02/07 00:00:00+00
-84.3501300000994,33.7527199996283,211,REYNOLDSTOWN / MORELAND SQUARE* (2),1124 Wylie St SE,Atlanta,GA,30316-1335,Fulton,5,32,2,MARCUS SENIOR RESOURCES,33.75272,-84.35013,For Profit,2026/11/03 00:00:00+00
-84.4016699999705,33.7527599996743,212,NORTHSIDE PLAZA APARTMENTS,440 Markham St SW,Atlanta,GA,30313-1408,Fulton,5,127,1,NORTHSIDE PLAZA,33.75276,-84.40167,For Profit,2022/12/31 00:00:00+00
-84.4897400000009,33.7528500002274,213,ALLEN TEMPLE APTS* (3),3040 Middleton Rd NW,Atlanta,GA,30311,Fulton,5,457,3,MR. H. JEROME RUSSELL                                                                               * (2),33.75285,-84.48974,For Profit,2048/09/01 00:00:00+00
-84.4190100001114,33.7528700002504,214,UCDC,79 Newcastle St SW,Atlanta,GA,30314,Fulton, ,1,1, ,33.75287,-84.41901, ,2028/08/16 00:00:00+00
-84.3736700001703,33.7531299996498,215,THE AUBURN GLENN APARTMENTS,49 Boulevard SE,Atlanta,GA,30312-1858,Fulton,5,271,1,STEVEN DEFRANCIS,33.75313,-84.37367,For Profit,2018/12/31 00:00:00+00
-84.4789299997197,33.7532000001799,216,Seven Courts Apartments* (2),2800 Martin Luther King Jr Dr SW,Atlanta,GA,30311-1539,Fulton,5,171,2,Seven Courts Partners LP* (2),33.7532,-84.47893,For Profit,2022/12/31 00:00:00+00
-84.3767199996282,33.7536399997862,217,VERANDA AT AUBURN POINTE III* (2),315 Tanner St SE,Atlanta,GA,30312-1739,Fulton,5,102,2, ,33.75364,-84.37672,For Profit,2051/08/01 00:00:00+00
-84.4740700004301,33.7537700003853,218,ALTA POINTE APARTMENTS* (3),2640 Martin Luther King Jr Dr SW,Atlanta,GA,30311-6101,Fulton,5,202,1,C/O YARCO CO - JOHNATHAN COHN* (2),33.75377,-84.47407,For Profit,2018/12/31 00:00:00+00
-84.3754500004172,33.7539099996468,219,PEOPLE'S PLACE,16 Wm Holmes Borders Dr SE,Atlanta,GA,30312-1726,Fulton,5,76,2,PROJECT INTERCONNECTIONS,33.75391,-84.37545,Non-Profit,2023/12/31 00:00:00+00
-84.3812899999335,33.7542099999915,220,"EDGEWOOD CENTER , LP",187 Edgewood Ave SE,Atlanta,GA,30303-3000,Fulton,5,46,1,COOPERATIVE RESOURCE CTR INC,33.75421,-84.38129,Non-Profit,2024/12/31 00:00:00+00
-84.3814570004402,33.7544399998062,221,COOPERATIVE RESOURCE CTR ( THE EDGEWOOD ),187 Edgewood Ave NE,Atlanta,GA,30303, ,5,46,0, ,33.75444,-84.381457, ,2006/06/21 00:00:00+00
-84.3896200000629,33.7545060001518,222,BELVEDERE POINTE,2825 Belvedere Ln,Atlanta,GA, , ,5,24,1, ,33.754506,-84.38962, ,2025/12/31 00:00:00+00
-84.3406000003897,33.754640000036,223,"COLUMBIA TOWNHOMES AT EDGEWOOD, PHASE II",37 Hutchinson St NE,Atlanta,GA,30307,Dekalb, ,40,1,NOEL KHALIL,33.75464,-84.3406, ,2026/12/31 00:00:00+00
-84.3755400000709,33.754660000059,224,ASHLEY AUBURN POINTE I ( FKA THE OAKS AT AUBURN POINTE I ),357 Auburn Pointe Dr SE,Atlanta,GA,30312-1723,Fulton,5,154,1,GRADY MULTIFAMILY1 LP,33.75466,-84.37554,For Profit,2024/12/31 00:00:00+00
-84.3899000003847,33.7547600001739,225,WILLIAM OLIVER BUILDING,32 Peachtree St NW,Atlanta,GA,30303-2317,Fulton,5,114,1,32 PEACHTREE DEVELOPMENT INC,33.75476,-84.3899,For Profit,2028/12/31 00:00:00+00
-84.3756200001628,33.7550100000116,226,O'HERN HOUSE - PROJECT PEOPLES PLACE,16 Wm Holmes Borders Dr NE,Atlanta,GA,30312,Fulton,5,76,1, ,33.75501,-84.37562,For Profit,
-84.5049200003577,33.7550399995964,227,"COMMUNITY FRIENDSHIP III, INC* (2)",88 Fairburn Rd SW,Atlanta,GA,30331-4037,Fulton,5,13,0,"Community Friendship Housing Services III, Inc.* (2)",33.75504,-84.50492,Non-Profit,2029/12/01 00:00:00+00
-84.4899899998386,33.7550599996193,228,Allen Hills Apartments,3155 Hickman Dr NW,Atlanta,GA,30311-1423,Fulton,5,457,0,Allen Temple Village LP,33.75506,-84.48999,For Profit,2016/11/30 00:00:00+00
-84.3751900001184,33.7551199996883,229,WHEAT STREET TOWERS,375 Auburn Ave NE,Atlanta,GA,30312-1517,Fulton,5,210,0,Wheat Street Towers LLC,33.75512,-84.37519,Non-Profit,2016/05/31 00:00:00+00
-84.4339660000309,33.7554860003787,230,PROGRESSIVE REDEVELOPMENT INC,Progressive Redevelopment Inc,Atlanta,GA,30314, ,5,112,0, ,33.755486,-84.433966, ,2008/08/18 00:00:00+00
-84.3360599996692,33.755500000125,231,EDGEWOOD COURT APARTMENTS,1572 Hardee St NE,Atlanta,GA,30307-2871,Dekalb,5,204,1,Edgewood Court Ltd,33.7555,-84.33606,For Profit,2044/02/01 00:00:00+00
-84.4024099999215,33.7555600001939,232,Friendship Towers,35 Northside Dr SW,Atlanta,GA,30313-1436,Fulton,5,102,2,"Friendship Tower, Inc.",33.75556,-84.40241,Non-Profit,2020/06/01 00:00:00+00
-84.4051900004181,33.7558199995934,233,COURTYARD AT MAPLE,55 Maple St NW,Atlanta,GA,30314-4753,Fulton,5,182,1,VINE REDEVELOPMENT,33.75582,-84.40519, ,2023/12/31 00:00:00+00
-84.3458299996547,33.7559999998002,234,OAKLAND COURT APARTMENTS,97 Sanderson St NE,Atlanta,GA,30307,Dekalb,5,100,1,SEARCH,33.756,-84.34583,Non-Profit,2024/12/31 00:00:00+00
-84.3660700004301,33.7560399998462,235, ,659 Auburn Ave NE,Atlanta,GA,30312,Fulton, ,112,1, ,33.75604,-84.36607, ,2019/12/08 00:00:00+00
-84.3807700002353,33.7560799998921,236,Big Bethel Towers Apartments* (2),210 Auburn Ave NE,Atlanta,GA,30303-2610,Fulton,5,182,0,Big Bethel Towers,33.75608,-84.38077,Non-Profit,2033/01/01 00:00:00+00
-84.3464900004132,33.7565600004437,237,COLUMBIA POINTE,1255 Wrenwood Dr NE,Atlanta,GA,30307,Dekalb,5,50,0, ,33.75656,-84.34649, ,2015/02/17 00:00:00+00
